engine,schema_layer,scale_factor,aggregation_depth,index_mode,repetition,latency_seconds,peak_rss_mb,mean_cpu_pct
mysql,oltp,5,single_group_by,indexed_point_lookup,2,0.000512,12.47,92.70
mysql,oltp,5,single_group_by,range_scan,1,296.963257,12.45,0.61
mysql,oltp,5,single_group_by,range_scan,2,327.770898,10.78,0.52
mysql,oltp,5,multi_group_by,full_scan,1,5952.941719,11.08,0.49
mysql,oltp,5,multi_group_by,full_scan,2,5916.593045,17.77,0.50
mysql,oltp,5,multi_group_by,indexed_point_lookup,1,0.037931,18.50,91.90
mysql,oltp,5,multi_group_by,indexed_point_lookup,2,0.001660,13.56,89.50
mysql,oltp,5,multi_group_by,range_scan,1,302.910578,13.64,0.59
mysql,oltp,5,multi_group_by,range_scan,2,302.365898,11.11,0.58
mysql,oltp,5,nested_subquery,full_scan,1,2961.441713,11.17,0.46
mysql,oltp,5,nested_subquery,full_scan,2,3032.948973,13.23,0.44
mysql,oltp,5,nested_subquery,indexed_point_lookup,1,1504.419821,14.27,0.47
mysql,oltp,5,nested_subquery,indexed_point_lookup,2,1526.042999,12.27,0.50
mysql,oltp,5,nested_subquery,range_scan,1,2016.421632,12.72,0.52
mysql,oltp,5,nested_subquery,range_scan,2,2015.171819,12.73,0.53
mysql,olap,5,single_group_by,full_scan,1,19.853784,43.05,0.58
mysql,olap,5,single_group_by,full_scan,2,18.358839,26.25,0.63
mysql,olap,5,single_group_by,indexed_point_lookup,1,0.007912,23.22,93.10
mysql,olap,5,single_group_by,indexed_point_lookup,2,0.000548,23.81,89.80
mysql,olap,5,single_group_by,range_scan,1,274.747112,23.95,0.64
mysql,olap,5,single_group_by,range_scan,2,317.368932,10.98,0.61
mysql,olap,5,multi_group_by,full_scan,1,5489.416674,11.36,0.52
mysql,olap,5,multi_group_by,full_scan,2,5525.675210,16.92,0.51
mysql,olap,5,multi_group_by,indexed_point_lookup,1,0.031513,17.77,87.30
mysql,olap,5,multi_group_by,indexed_point_lookup,2,0.001581,13.45,95.30
mysql,olap,5,multi_group_by,range_scan,1,388.818073,13.69,0.60
mysql,olap,5,multi_group_by,range_scan,2,376.518658,11.44,0.61
mysql,olap,5,nested_subquery,full_scan,1,2763.762594,11.50,0.55
mysql,olap,5,nested_subquery,full_scan,2,2712.445194,13.19,0.56
mysql,olap,5,nested_subquery,indexed_point_lookup,1,1322.275634,13.77,0.56
mysql,olap,5,nested_subquery,indexed_point_lookup,2,1354.581025,12.27,0.56
mysql,olap,5,nested_subquery,range_scan,1,1658.555783,12.70,0.56
mysql,olap,5,nested_subquery,range_scan,2,1673.516425,12.72,0.56
